community,meas,month,Q_MGD,year
Framingham,Estimated Inflow,ANNUAL,0.49000000953674316,2018
Norwood,Raw Average Daily Flow,Jan,7.71,2018
Norwood,Raw Average Daily Flow,Feb,8.49,2018
Norwood,Raw Average Daily Flow,Mar,12.23,2018
Norwood,Raw Average Daily Flow,Apr,9.57,2018
Norwood,Raw Average Daily Flow,May,6.61,2018
Norwood,Raw Average Daily Flow,Jun,4.79,2018
Norwood,Raw Average Daily Flow,Jul,4.22,2018
Norwood,Raw Average Daily Flow,Aug,4.37,2018
Norwood,Raw Average Daily Flow,Sep,6.07,2018
Norwood,Raw Average Daily Flow,Oct,7.14,2018
Norwood,Raw Average Daily Flow,Nov,13.01,2018
Norwood,Raw Average Daily Flow,Dec,8.61,2018
Norwood,Raw Average Daily Flow,ANNUAL,7.71999979019165,2018
Norwood,Raw Dry Day Average Daily Flow,Jan,6.48,2018
Norwood,Raw Dry Day Average Daily Flow,Feb,7.82,2018
Norwood,Raw Dry Day Average Daily Flow,Mar,11.51,2018
Norwood,Raw Dry Day Average Daily Flow,Apr,8.65,2018
Norwood,Raw Dry Day Average Daily Flow,May,6.54,2018
Norwood,Raw Dry Day Average Daily Flow,Jun,4.76,2018
Norwood,Raw Dry Day Average Daily Flow,Jul,4.15,2018
Norwood,Raw Dry Day Average Daily Flow,Aug,4.2,2018
Norwood,Raw Dry Day Average Daily Flow,Sep,5.46,2018
Norwood,Raw Dry Day Average Daily Flow,Oct,6.57,2018
Norwood,Raw Dry Day Average Daily Flow,Nov,10.64,2018
Norwood,Raw Dry Day Average Daily Flow,Dec,7.2,2018
Norwood,Raw Dry Day Average Daily Flow,ANNUAL,6.989999771118164,2018
Norwood,Raw Estimated Infiltration,Jan,4.080000000000001,2018
Norwood,Raw Estimated Infiltration,Feb,5.42,2018
Norwood,Raw Estimated Infiltration,Mar,9.11,2018
Norwood,Raw Estimated Infiltration,Apr,6.25,2018
Norwood,Raw Estimated Infiltration,May,4.140000000000001,2018
Norwood,Raw Estimated Infiltration,Jun,2.36,2018
Norwood,Raw Estimated Infiltration,Jul,1.7500000000000004,2018
Norwood,Raw Estimated Infiltration,Aug,1.8000000000000003,2018
Norwood,Raw Estimated Infiltration,Sep,3.06,2018
Norwood,Raw Estimated Infiltration,Oct,4.170000000000001,2018
Norwood,Raw Estimated Infiltration,Nov,8.24,2018
Norwood,Raw Estimated Infiltration,Dec,4.8,2018
Norwood,Raw Estimated Infiltration,ANNUAL,4.590000152587891,2018
Norwood,MWRA Estimated Infiltration,Jan,0.42,2018
Norwood,MWRA Estimated Infiltration,Feb,0.56,2018
Norwood,MWRA Estimated Infiltration,Mar,0.94,2018
Norwood,MWRA Estimated Infiltration,Apr,0.65,2018
Norwood,MWRA Estimated Infiltration,May,0.43,2018
Norwood,MWRA Estimated Infiltration,Jun,0.24,2018
Norwood,MWRA Estimated Infiltration,Jul,0.18,2018
Norwood,MWRA Estimated Infiltration,Aug,0.19,2018
Norwood,MWRA Estimated Infiltration,Sep,0.32,2018
Norwood,MWRA Estimated Infiltration,Oct,0.43,2018
Norwood,MWRA Estimated Infiltration,Nov,0.85,2018
Norwood,MWRA Estimated Infiltration,Dec,0.5,2018
Norwood,MWRA Estimated Infiltration,ANNUAL,0.4699999988079071,2018
Norwood,Final Average Daily Flow,Jan,7.29,2018
Norwood,Final Average Daily Flow,Feb,7.93,2018
Norwood,Final Average Daily Flow,Mar,11.290000000000001,2018
Norwood,Final Average Daily Flow,Apr,8.92,2018
Norwood,Final Average Daily Flow,May,6.180000000000001,2018
Norwood,Final Average Daily Flow,Jun,4.55,2018
Norwood,Final Average Daily Flow,Jul,4.04,2018
Norwood,Final Average Daily Flow,Aug,4.18,2018
Norwood,Final Average Daily Flow,Sep,5.75,2018
Norwood,Final Average Daily Flow,Oct,6.71,2018
Norwood,Final Average Daily Flow,Nov,12.16,2018
Norwood,Final Average Daily Flow,Dec,8.11,2018
Norwood,Final Average Daily Flow,ANNUAL,7.25,2018
Norwood,Final Dry Day Average Daily Flow,Jan,6.0600000000000005,2018
Norwood,Final Dry Day Average Daily Flow,Feb,7.26,2018
Norwood,Final Dry Day Average Daily Flow,Mar,10.57,2018
Norwood,Final Dry Day Average Daily Flow,Apr,8,2018
Norwood,Final Dry Day Average Daily Flow,May,6.11,2018
Norwood,Final Dry Day Average Daily Flow,Jun,4.52,2018
Norwood,Final Dry Day Average Daily Flow,Jul,3.97,2018
Norwood,Final Dry Day Average Daily Flow,Aug,4.01,2018
Norwood,Final Dry Day Average Daily Flow,Sep,5.14,2018
Norwood,Final Dry Day Average Daily Flow,Oct,6.140000000000001,2018
Norwood,Final Dry Day Average Daily Flow,Nov,9.790000000000001,2018
Norwood,Final Dry Day Average Daily Flow,Dec,6.7,2018
Norwood,Final Dry Day Average Daily Flow,ANNUAL,6.510000228881836,2018
Norwood,Estimated Infiltration,Jan,3.660000000000001,2018
Norwood,Estimated Infiltration,Feb,4.859999999999999,2018
Norwood,Estimated Infiltration,Mar,8.17,2018
Norwood,Estimated Infiltration,Apr,5.6,2018
Norwood,Estimated Infiltration,May,3.7100000000000004,2018
Norwood,Estimated Infiltration,Jun,2.12,2018
Norwood,Estimated Infiltration,Jul,1.5700000000000005,2018
Norwood,Estimated Infiltration,Aug,1.6100000000000003,2018
Norwood,Estimated Infiltration,Sep,2.74,2018
Norwood,Estimated Infiltration,Oct,3.7400000000000007,2018
Norwood,Estimated Infiltration,Nov,7.390000000000001,2018
Norwood,Estimated Infiltration,Dec,4.3,2018
Norwood,Estimated Infiltration,ANNUAL,4.110000133514404,2018
Norwood,Estimated Sanitary Flow,Jan,2.4,2018
Norwood,Estimated Sanitary Flow,Feb,2.4,2018
Norwood,Estimated Sanitary Flow,Mar,2.4,2018
Norwood,Estimated Sanitary Flow,Apr,2.4,2018
Norwood,Estimated Sanitary Flow,May,2.4,2018
Norwood,Estimated Sanitary Flow,Jun,2.4,2018
Norwood,Estimated Sanitary Flow,Jul,2.4,2018
Norwood,Estimated Sanitary Flow,Aug,2.4,2018
Norwood,Estimated Sanitary Flow,Sep,2.4,2018
Norwood,Estimated Sanitary Flow,Oct,2.4,2018
Norwood,Estimated Sanitary Flow,Nov,2.4,2018
Norwood,Estimated Sanitary Flow,Dec,2.4,2018
Norwood,Estimated Sanitary Flow,ANNUAL,2.4000000953674316,2018
Norwood,Estimated Inflow,Jan,1.2299999999999995,2018
Norwood,Estimated Inflow,Feb,0.6699999999999999,2018
Norwood,Estimated Inflow,Mar,0.7200000000000006,2018
Norwood,Estimated Inflow,Apr,0.9199999999999999,2018
Norwood,Estimated Inflow,May,0.07000000000000028,2018
Norwood,Estimated Inflow,Jun,0.03000000000000025,2018
Norwood,Estimated Inflow,Jul,0.0699999999999994,2018
Norwood,Estimated Inflow,Aug,0.16999999999999993,2018
Norwood,Estimated Inflow,Sep,0.6100000000000003,2018
Norwood,Estimated Inflow,Oct,0.5699999999999994,2018
Norwood,Estimated Inflow,Nov,2.369999999999999,2018
Norwood,Estimated Inflow,Dec,1.4099999999999993,2018
Norwood,Estimated Inflow,ANNUAL,0.7300000190734863,2018
Quincy,Average Daily Flow,Jan,15.02,2018
Quincy,Average Daily Flow,Feb,15.69,2018
Quincy,Average Daily Flow,Mar,21.77,2018
Quincy,Average Daily Flow,Apr,16.29,2018
Quincy,Average Daily Flow,May,13.76,2018
Quincy,Average Daily Flow,Jun,11.55,2018
Quincy,Average Daily Flow,Jul,10.84,2018
Quincy,Average Daily Flow,Aug,10.83,2018
Quincy,Average Daily Flow,Sep,12.38,2018
Quincy,Average Daily Flow,Oct,13.9,2018
Quincy,Average Daily Flow,Nov,22.84,2018
Quincy,Average Daily Flow,Dec,15.87,2018
Quincy,Average Daily Flow,ANNUAL,15.050000190734863,2018
Quincy,Dry Day Average Daily Flow,Jan,11.35,2018
Quincy,Dry Day Average Daily Flow,Feb,14.89,2018
Quincy,Dry Day Average Daily Flow,Mar,19.11,2018
Quincy,Dry Day Average Daily Flow,Apr,15.08,2018
Quincy,Dry Day Average Daily Flow,May,13.74,2018
Quincy,Dry Day Average Daily Flow,Jun,11.35,2018
Quincy,Dry Day Average Daily Flow,Jul,10.32,2018
Quincy,Dry Day Average Daily Flow,Aug,10.24,2018
Quincy,Dry Day Average Daily Flow,Sep,11.09,2018
Quincy,Dry Day Average Daily Flow,Oct,12.56,2018
Quincy,Dry Day Average Daily Flow,Nov,18.17,2018
Quincy,Dry Day Average Daily Flow,Dec,13.87,2018
Quincy,Dry Day Average Daily Flow,ANNUAL,13.460000038146973,2018
Quincy,Estimated Infiltration,Jan,3.1500000000000004,2018
Quincy,Estimated Infiltration,Feb,6.690000000000001,2018
Quincy,Estimated Infiltration,Mar,10.91,2018
Quincy,Estimated Infiltration,Apr,6.880000000000001,2018
Quincy,Estimated Infiltration,May,5.540000000000001,2018
Quincy,Estimated Infiltration,Jun,3.1500000000000004,2018
Quincy,Estimated Infiltration,Jul,2.120000000000001,2018
Quincy,Estimated Infiltration,Aug,2.040000000000001,2018
Quincy,Estimated Infiltration,Sep,2.8900000000000006,2018
Quincy,Estimated Infiltration,Oct,4.360000000000001,2018
Quincy,Estimated Infiltration,Nov,9.970000000000002,2018
Quincy,Estimated Infiltration,Dec,5.67,2018
Quincy,Estimated Infiltration,ANNUAL,5.260000228881836,2018
Quincy,Estimated Sanitary Flow,Jan,8.2,2018
Quincy,Estimated Sanitary Flow,Feb,8.2,2018
Quincy,Estimated Sanitary Flow,Mar,8.2,2018
Quincy,Estimated Sanitary Flow,Apr,8.2,2018
Quincy,Estimated Sanitary Flow,May,8.2,2018
Quincy,Estimated Sanitary Flow,Jun,8.2,2018
Quincy,Estimated Sanitary Flow,Jul,8.2,2018
Quincy,Estimated Sanitary Flow,Aug,8.2,2018
Quincy,Estimated Sanitary Flow,Sep,8.2,2018
Quincy,Estimated Sanitary Flow,Oct,8.2,2018
Quincy,Estimated Sanitary Flow,Nov,8.2,2018
Quincy,Estimated Sanitary Flow,Dec,8.2,2018
Quincy,Estimated Sanitary Flow,ANNUAL,8.199999809265137,2018
Quincy,Estimated Inflow,Jan,3.67,2018
Quincy,Estimated Inflow,Feb,0.7999999999999989,2018
Quincy,Estimated Inflow,Mar,2.66,2018
Quincy,Estimated Inflow,Apr,1.209999999999999,2018
Quincy,Estimated Inflow,May,0.019999999999999574,2018
Quincy,Estimated Inflow,Jun,0.20000000000000107,2018
Quincy,Estimated Inflow,Jul,0.5199999999999996,2018
Quincy,Estimated Inflow,Aug,0.5899999999999999,2018
Quincy,Estimated Inflow,Sep,1.290000000000001,2018
Quincy,Estimated Inflow,Oct,1.3399999999999999,2018
Quincy,Estimated Inflow,Nov,4.669999999999998,2018
Quincy,Estimated Inflow,Dec,2,2018
Quincy,Estimated Inflow,ANNUAL,1.5800000429153442,2018
Arlington,Raw Average Daily Flow,Jan,5.15,2018
Arlington,Raw Average Daily Flow,Feb,6.06,2018
Arlington,Raw Average Daily Flow,Mar,7.88,2018
Arlington,Raw Average Daily Flow,Apr,7.13,2018
Arlington,Raw Average Daily Flow,May,5.17,2018
Arlington,Raw Average Daily Flow,Jun,3.63,2018
Arlington,Raw Average Daily Flow,Jul,3.28,2018
Arlington,Raw Average Daily Flow,Aug,3.23,2018
Arlington,Raw Average Daily Flow,Sep,3.49,2018
Arlington,Raw Average Daily Flow,Oct,4.02,2018
Arlington,Raw Average Daily Flow,Nov,9.31,2018
Arlington,Raw Average Daily Flow,Dec,6.57,2018
Arlington,Raw Average Daily Flow,ANNUAL,5.400000095367432,2018
Arlington,Raw Dry Day Average Daily Flow,Jan,3.87,2018
Arlington,Raw Dry Day Average Daily Flow,Feb,5.65,2018
Arlington,Raw Dry Day Average Daily Flow,Mar,7.41,2018
Arlington,Raw Dry Day Average Daily Flow,Apr,6.32,2018
Arlington,Raw Dry Day Average Daily Flow,May,5.05,2018
Arlington,Raw Dry Day Average Daily Flow,Jun,3.41,2018
Arlington,Raw Dry Day Average Daily Flow,Jul,3.19,2018
Arlington,Raw Dry Day Average Daily Flow,Aug,3.11,2018
Arlington,Raw Dry Day Average Daily Flow,Sep,3.22,2018
Arlington,Raw Dry Day Average Daily Flow,Oct,3.65,2018
Arlington,Raw Dry Day Average Daily Flow,Nov,8.01,2018
Arlington,Raw Dry Day Average Daily Flow,Dec,5.55,2018
Arlington,Raw Dry Day Average Daily Flow,ANNUAL,4.860000133514404,2018
Arlington,Raw Estimated Infiltration,Jan,1.37,2018
Arlington,Raw Estimated Infiltration,Feb,3.1500000000000004,2018
Arlington,Raw Estimated Infiltration,Mar,4.91,2018
Arlington,Raw Estimated Infiltration,Apr,3.8200000000000003,2018
Arlington,Raw Estimated Infiltration,May,2.55,2018
Arlington,Raw Estimated Infiltration,Jun,0.9100000000000001,2018
Arlington,Raw Estimated Infiltration,Jul,0.69,2018
Arlington,Raw Estimated Infiltration,Aug,0.6099999999999999,2018
Arlington,Raw Estimated Infiltration,Sep,0.7200000000000002,2018
Arlington,Raw Estimated Infiltration,Oct,1.15,2018
Arlington,Raw Estimated Infiltration,Nov,5.51,2018
Arlington,Raw Estimated Infiltration,Dec,3.05,2018
Arlington,Raw Estimated Infiltration,ANNUAL,2.359999895095825,2018
Arlington,MWRA Estimated Infiltration,Jan,0.06,2018
Arlington,MWRA Estimated Infiltration,Feb,0.13,2018
Arlington,MWRA Estimated Infiltration,Mar,0.2,2018
Arlington,MWRA Estimated Infiltration,Apr,0.16,2018
Arlington,MWRA Estimated Infiltration,May,0.11,2018
Arlington,MWRA Estimated Infiltration,Jun,0.04,2018
Arlington,MWRA Estimated Infiltration,Jul,0.03,2018
Arlington,MWRA Estimated Infiltration,Aug,0.03,2018
Arlington,MWRA Estimated Infiltration,Sep,0.03,2018
Arlington,MWRA Estimated Infiltration,Oct,0.05,2018
Arlington,MWRA Estimated Infiltration,Nov,0.23,2018
Arlington,MWRA Estimated Infiltration,Dec,0.13,2018
Arlington,MWRA Estimated Infiltration,ANNUAL,0.10000000149011612,2018
Arlington,Final Average Daily Flow,Jan,5.090000000000001,2018
Arlington,Final Average Daily Flow,Feb,5.93,2018
Arlington,Final Average Daily Flow,Mar,7.68,2018
Arlington,Final Average Daily Flow,Apr,6.97,2018
Arlington,Final Average Daily Flow,May,5.06,2018
Arlington,Final Average Daily Flow,Jun,3.59,2018
Arlington,Final Average Daily Flow,Jul,3.25,2018
Arlington,Final Average Daily Flow,Aug,3.2,2018
Arlington,Final Average Daily Flow,Sep,3.4600000000000004,2018
Arlington,Final Average Daily Flow,Oct,3.9699999999999998,2018
Arlington,Final Average Daily Flow,Nov,9.08,2018
Arlington,Final Average Daily Flow,Dec,6.44,2018
Arlington,Final Average Daily Flow,ANNUAL,5.300000190734863,2018
Arlington,Final Dry Day Average Daily Flow,Jan,3.81,2018
Arlington,Final Dry Day Average Daily Flow,Feb,5.5200000000000005,2018
Arlington,Final Dry Day Average Daily Flow,Mar,7.21,2018
Arlington,Final Dry Day Average Daily Flow,Apr,6.16,2018
Arlington,Final Dry Day Average Daily Flow,May,4.9399999999999995,2018
Arlington,Final Dry Day Average Daily Flow,Jun,3.37,2018
Arlington,Final Dry Day Average Daily Flow,Jul,3.16,2018
Arlington,Final Dry Day Average Daily Flow,Aug,3.08,2018
Arlington,Final Dry Day Average Daily Flow,Sep,3.1900000000000004,2018
Arlington,Final Dry Day Average Daily Flow,Oct,3.6,2018
Arlington,Final Dry Day Average Daily Flow,Nov,7.779999999999999,2018
Arlington,Final Dry Day Average Daily Flow,Dec,5.42,2018
Arlington,Final Dry Day Average Daily Flow,ANNUAL,4.760000228881836,2018
Arlington,Estimated Infiltration,Jan,1.31,2018
Arlington,Estimated Infiltration,Feb,3.0200000000000005,2018
Arlington,Estimated Infiltration,Mar,4.71,2018
Arlington,Estimated Infiltration,Apr,3.66,2018
Arlington,Estimated Infiltration,May,2.44,2018
Arlington,Estimated Infiltration,Jun,0.8700000000000001,2018
Arlington,Estimated Infiltration,Jul,0.6599999999999999,2018
Arlington,Estimated Infiltration,Aug,0.5799999999999998,2018
Arlington,Estimated Infiltration,Sep,0.6900000000000002,2018
Arlington,Estimated Infiltration,Oct,1.0999999999999999,2018
Arlington,Estimated Infiltration,Nov,5.279999999999999,2018
Arlington,Estimated Infiltration,Dec,2.92,2018
Arlington,Estimated Infiltration,ANNUAL,2.259999990463257,2018
Arlington,Estimated Sanitary Flow,Jan,2.5,2018
Arlington,Estimated Sanitary Flow,Feb,2.5,2018
Arlington,Estimated Sanitary Flow,Mar,2.5,2018
Arlington,Estimated Sanitary Flow,Apr,2.5,2018
Arlington,Estimated Sanitary Flow,May,2.5,2018
Arlington,Estimated Sanitary Flow,Jun,2.5,2018
Arlington,Estimated Sanitary Flow,Jul,2.5,2018
Arlington,Estimated Sanitary Flow,Aug,2.5,2018
Arlington,Estimated Sanitary Flow,Sep,2.5,2018
Arlington,Estimated Sanitary Flow,Oct,2.5,2018
Arlington,Estimated Sanitary Flow,Nov,2.5,2018
Arlington,Estimated Sanitary Flow,Dec,2.5,2018
Arlington,Estimated Sanitary Flow,ANNUAL,2.5,2018
Arlington,Estimated Inflow,Jan,1.2800000000000002,2018
Arlington,Estimated Inflow,Feb,0.40999999999999925,2018
Arlington,Estimated Inflow,Mar,0.46999999999999975,2018
Arlington,Estimated Inflow,Apr,0.8099999999999996,2018
Arlington,Estimated Inflow,May,0.1200000000000001,2018
Arlington,Estimated Inflow,Jun,0.21999999999999975,2018
Arlington,Estimated Inflow,Jul,0.08999999999999986,2018
Arlington,Estimated Inflow,Aug,0.1200000000000001,2018
Arlington,Estimated Inflow,Sep,0.27,2018
Arlington,Estimated Inflow,Oct,0.36999999999999966,2018
Arlington,Estimated Inflow,Nov,1.3000000000000007,2018
Arlington,Estimated Inflow,Dec,1.0200000000000005,2018
Arlington,Estimated Inflow,ANNUAL,0.5400000214576721,2018
Belmont,Average Daily Flow,Jan,3.2,2018
Belmont,Average Daily Flow,Feb,3.82,2018
Belmont,Average Daily Flow,Mar,5.5,2018
Belmont,Average Daily Flow,Apr,4.66,2018
Belmont,Average Daily Flow,May,3.02,2018
Belmont,Average Daily Flow,Jun,2.03,2018
Belmont,Average Daily Flow,Jul,2,2018
Belmont,Average Daily Flow,Aug,2.07,2018
Belmont,Average Daily Flow,Sep,2.05,2018
Belmont,Average Daily Flow,Oct,2.75,2018
Belmont,Average Daily Flow,Nov,6.34,2018
Belmont,Average Daily Flow,Dec,3.96,2018
Belmont,Average Daily Flow,ANNUAL,3.440000057220459,2018
Belmont,Dry Day Average Daily Flow,Jan,2.13,2018
Belmont,Dry Day Average Daily Flow,Feb,3.5,2018
Belmont,Dry Day Average Daily Flow,Mar,5.12,2018
Belmont,Dry Day Average Daily Flow,Apr,3.92,2018
Belmont,Dry Day Average Daily Flow,May,2.9,2018
Belmont,Dry Day Average Daily Flow,Jun,1.89,2018
Belmont,Dry Day Average Daily Flow,Jul,1.9,2018
Belmont,Dry Day Average Daily Flow,Aug,1.93,2018
Belmont,Dry Day Average Daily Flow,Sep,1.85,2018
Belmont,Dry Day Average Daily Flow,Oct,2.41,2018
Belmont,Dry Day Average Daily Flow,Nov,4.93,2018
Belmont,Dry Day Average Daily Flow,Dec,3.25,2018
Belmont,Dry Day Average Daily Flow,ANNUAL,2.9700000286102295,2018
Belmont,Estimated Infiltration,Jan,0.73,2018
Belmont,Estimated Infiltration,Feb,2.1,2018
Belmont,Estimated Infiltration,Mar,3.7199999999999998,2018
Belmont,Estimated Infiltration,Apr,2.52,2018
Belmont,Estimated Infiltration,May,1.5,2018
Belmont,Estimated Infiltration,Jun,0.49,2018
Belmont,Estimated Infiltration,Jul,0.5,2018
Belmont,Estimated Infiltration,Aug,0.53,2018
Belmont,Estimated Infiltration,Sep,0.4500000000000002,2018
Belmont,Estimated Infiltration,Oct,1.0100000000000002,2018
Belmont,Estimated Infiltration,Nov,3.5299999999999994,2018
Belmont,Estimated Infiltration,Dec,1.85,2018
Belmont,Estimated Infiltration,ANNUAL,1.5700000524520874,2018
Belmont,Estimated Sanitary Flow,Jan,1.4,2018
Belmont,Estimated Sanitary Flow,Feb,1.4,2018
Belmont,Estimated Sanitary Flow,Mar,1.4,2018
Belmont,Estimated Sanitary Flow,Apr,1.4,2018
Belmont,Estimated Sanitary Flow,May,1.4,2018
Belmont,Estimated Sanitary Flow,Jun,1.4,2018
Belmont,Estimated Sanitary Flow,Jul,1.4,2018
Belmont,Estimated Sanitary Flow,Aug,1.4,2018
Belmont,Estimated Sanitary Flow,Sep,1.4,2018
Belmont,Estimated Sanitary Flow,Oct,1.4,2018
Belmont,Estimated Sanitary Flow,Nov,1.4,2018
Belmont,Estimated Sanitary Flow,Dec,1.4,2018
Belmont,Estimated Sanitary Flow,ANNUAL,1.399999976158142,2018
Belmont,Estimated Inflow,Jan,1.0700000000000003,2018
Belmont,Estimated Inflow,Feb,0.31999999999999984,2018
Belmont,Estimated Inflow,Mar,0.3799999999999999,2018
Belmont,Estimated Inflow,Apr,0.7400000000000002,2018
Belmont,Estimated Inflow,May,0.1200000000000001,2018
Belmont,Estimated Inflow,Jun,0.1399999999999999,2018
Belmont,Estimated Inflow,Jul,0.10000000000000009,2018
Belmont,Estimated Inflow,Aug,0.1399999999999999,2018
Belmont,Estimated Inflow,Sep,0.19999999999999973,2018
Belmont,Estimated Inflow,Oct,0.33999999999999986,2018
Belmont,Estimated Inflow,Nov,1.4100000000000001,2018
Belmont,Estimated Inflow,Dec,0.71,2018
Belmont,Estimated Inflow,ANNUAL,0.4699999988079071,2018
Chelsea,Raw Average Daily Flow,Jan,6.06,2018
Chelsea,Raw Average Daily Flow,Feb,6.44,2018
Chelsea,Raw Average Daily Flow,Mar,8.94,2018
Chelsea,Raw Average Daily Flow,Apr,6.95,2018
Chelsea,Raw Average Daily Flow,May,5.12,2018
Chelsea,Raw Average Daily Flow,Jun,5.06,2018
Chelsea,Raw Average Daily Flow,Jul,5,2018
Chelsea,Raw Average Daily Flow,Aug,5.47,2018
Chelsea,Raw Average Daily Flow,Sep,5.74,2018
Chelsea,Raw Average Daily Flow,Oct,5.46,2018
Chelsea,Raw Average Daily Flow,Nov,8.81,2018
Chelsea,Raw Average Daily Flow,Dec,5.82,2018
Chelsea,Raw Average Daily Flow,ANNUAL,6.230000019073486,2018
Chelsea,Raw Dry Day Average Daily Flow,Jan,4.5,2018
Chelsea,Raw Dry Day Average Daily Flow,Feb,5.82,2018
Chelsea,Raw Dry Day Average Daily Flow,Mar,7.76,2018
Chelsea,Raw Dry Day Average Daily Flow,Apr,5.53,2018
Chelsea,Raw Dry Day Average Daily Flow,May,4.6,2018
Chelsea,Raw Dry Day Average Daily Flow,Jun,4.2,2018
Chelsea,Raw Dry Day Average Daily Flow,Jul,4.21,2018
Chelsea,Raw Dry Day Average Daily Flow,Aug,4.37,2018
Chelsea,Raw Dry Day Average Daily Flow,Sep,4.38,2018
Chelsea,Raw Dry Day Average Daily Flow,Oct,4.19,2018
Chelsea,Raw Dry Day Average Daily Flow,Nov,5.35,2018
Chelsea,Raw Dry Day Average Daily Flow,Dec,4.82,2018
Chelsea,Raw Dry Day Average Daily Flow,ANNUAL,4.96999979019165,2018
Chelsea,Raw Estimated Infiltration,Jan,1.5,2018
Chelsea,Raw Estimated Infiltration,Feb,2.8200000000000003,2018
Chelsea,Raw Estimated Infiltration,Mar,4.76,2018
Chelsea,Raw Estimated Infiltration,Apr,2.5300000000000002,2018
Chelsea,Raw Estimated Infiltration,May,1.5999999999999996,2018
Chelsea,Raw Estimated Infiltration,Jun,1.2000000000000002,2018
Chelsea,Raw Estimated Infiltration,Jul,1.21,2018
Chelsea,Raw Estimated Infiltration,Aug,1.37,2018
Chelsea,Raw Estimated Infiltration,Sep,1.38,2018
Chelsea,Raw Estimated Infiltration,Oct,1.1900000000000004,2018
Chelsea,Raw Estimated Infiltration,Nov,2.3499999999999996,2018
Chelsea,Raw Estimated Infiltration,Dec,1.8200000000000003,2018
Chelsea,Raw Estimated Infiltration,ANNUAL,1.9700000286102295,2018
Chelsea,MWRA Estimated Infiltration,Jan,0.18,2018
Chelsea,MWRA Estimated Infiltration,Feb,0.34,2018
Chelsea,MWRA Estimated Infiltration,Mar,0.58,2018
Chelsea,MWRA Estimated Infiltration,Apr,0.31,2018
Chelsea,MWRA Estimated Infiltration,May,0.2,2018
Chelsea,MWRA Estimated Infiltration,Jun,0.15,2018
Chelsea,MWRA Estimated Infiltration,Jul,0.15,2018
Chelsea,MWRA Estimated Infiltration,Aug,0.17,2018
Chelsea,MWRA Estimated Infiltration,Sep,0.17,2018
Chelsea,MWRA Estimated Infiltration,Oct,0.15,2018
Chelsea,MWRA Estimated Infiltration,Nov,0.29,2018
Chelsea,MWRA Estimated Infiltration,Dec,0.22,2018
Chelsea,MWRA Estimated Infiltration,ANNUAL,0.23999999463558197,2018
Chelsea,Final Average Daily Flow,Jan,5.88,2018
Chelsea,Final Average Daily Flow,Feb,6.1000000000000005,2018
Chelsea,Final Average Daily Flow,Mar,8.36,2018
Chelsea,Final Average Daily Flow,Apr,6.640000000000001,2018
Chelsea,Final Average Daily Flow,May,4.92,2018
Chelsea,Final Average Daily Flow,Jun,4.909999999999999,2018
Chelsea,Final Average Daily Flow,Jul,4.85,2018
Chelsea,Final Average Daily Flow,Aug,5.3,2018
Chelsea,Final Average Daily Flow,Sep,5.57,2018
Chelsea,Final Average Daily Flow,Oct,5.31,2018
Chelsea,Final Average Daily Flow,Nov,8.520000000000001,2018
Chelsea,Final Average Daily Flow,Dec,5.6000000000000005,2018
Chelsea,Final Average Daily Flow,ANNUAL,5.989999771118164,2018
Chelsea,Final Dry Day Average Daily Flow,Jan,4.32,2018
Chelsea,Final Dry Day Average Daily Flow,Feb,5.48,2018
Chelsea,Final Dry Day Average Daily Flow,Mar,7.18,2018
Chelsea,Final Dry Day Average Daily Flow,Apr,5.220000000000001,2018
Chelsea,Final Dry Day Average Daily Flow,May,4.3999999999999995,2018
Chelsea,Final Dry Day Average Daily Flow,Jun,4.05,2018
Chelsea,Final Dry Day Average Daily Flow,Jul,4.06,2018
Chelsea,Final Dry Day Average Daily Flow,Aug,4.2,2018
Chelsea,Final Dry Day Average Daily Flow,Sep,4.21,2018
Chelsea,Final Dry Day Average Daily Flow,Oct,4.04,2018
Chelsea,Final Dry Day Average Daily Flow,Nov,5.06,2018
Chelsea,Final Dry Day Average Daily Flow,Dec,4.6000000000000005,2018
Chelsea,Final Dry Day Average Daily Flow,ANNUAL,4.730000019073486,2018
Chelsea,Estimated Infiltration,Jan,1.32,2018
Chelsea,Estimated Infiltration,Feb,2.4800000000000004,2018
Chelsea,Estimated Infiltration,Mar,4.18,2018
Chelsea,Estimated Infiltration,Apr,2.22,2018
Chelsea,Estimated Infiltration,May,1.3999999999999997,2018
Chelsea,Estimated Infiltration,Jun,1.0500000000000003,2018
Chelsea,Estimated Infiltration,Jul,1.06,2018
Chelsea,Estimated Infiltration,Aug,1.2000000000000002,2018
Chelsea,Estimated Infiltration,Sep,1.21,2018
Chelsea,Estimated Infiltration,Oct,1.0400000000000005,2018
Chelsea,Estimated Infiltration,Nov,2.0599999999999996,2018
Chelsea,Estimated Infiltration,Dec,1.6000000000000003,2018
Chelsea,Estimated Infiltration,ANNUAL,1.7300000190734863,2018
Chelsea,Estimated Sanitary Flow,Jan,3,2018
Chelsea,Estimated Sanitary Flow,Feb,3,2018
Chelsea,Estimated Sanitary Flow,Mar,3,2018
Chelsea,Estimated Sanitary Flow,Apr,3,2018
Chelsea,Estimated Sanitary Flow,May,3,2018
Chelsea,Estimated Sanitary Flow,Jun,3,2018
Chelsea,Estimated Sanitary Flow,Jul,3,2018
Chelsea,Estimated Sanitary Flow,Aug,3,2018
